Type,Family,Model Name,Input Size,Accuracy,Max BS,Optimal BS,Throughput,Latency,Energy,param_count,params_tinfo,macs_tinfo,params_ptflops,macs_ptflops,activations,DONE
TBD,TBD,swin_s3_base_224,224,83.92,8,8,2.82352284,354056337,950621.6348,70.852168,70852168,94739176,71125762,12723003160,118001840,TRUE
TBD,TBD,swin_s3_small_224,224,83.778,8,8,3.98501922,250875157.1,667579.3149,49.5586,49558600,66312424,49737298,8550748888,91753520,TRUE
TBD,TBD,swin_s3_tiny_224,224,82.128,8,8,6.938722,144073349.5,446097.6254,28.265032,28265032,52152040,52152040,4370196760,48909488,TRUE
TBD,TBD,lcnet_050,224,63.138,8,8,117.0791545,8539257.95,25339.8209,1.875384,1875384,44733768,1880856,43478048,6637072,TRUE
TBD,TBD,lcnet_075,224,68.786,8,8,76.8561669,13008086.26,33196.7686,2.350064,2350064,94789496,2358288,93546416,10404272,TRUE
TBD,TBD,lcnet_100,224,72.13,8,8,61.60144954,16228482,41215.85,2.942856,2942856,155703720,2953800,154473280,13268304,TRUE
TBD,TBD,legacy_senet154,224,81.32,8,8,3.133202,319063290.2,828010.7437,115.088984,115088984,20688662936,115088984,20843364856,145820976,TRUE
TBD,TBD,legacy_seresnet18,224,71.742,8,8,26.76286844,37352800.41,77085.19806,11.778592,11778592,1814173024,11778592,1826908368,11096512,TRUE
TBD,TBD,legacy_seresnet34,224,74.788,8,8,14.59641161,68497624.94,112054.7057,21.958868,21958868,3663940628,21958868,3682940780,16745256,TRUE
TBD,TBD,legacy_seresnet50,224,77.65,8,8,10.28315439,97233616.3,145278.6483,28.088024,28088024,3860558360,28088024,3901651448,45349168,TRUE
TBD,TBD,legacy_seresnet101,224,78.37,8,8,5.61190983,178177719.9,369223.3268,49.326872,49326872,7575078488,49326872,7636593336,67563952,TRUE
TBD,TBD,mnasnet_100,224,74.672,8,8,34.44850803,29016264.9,54522.12904,4.345392,4345392,314416872,4383312,324138472,25109520,TRUE
TBD,TBD,pit_b_224,224,82.458,8,8,3.05378208,327449820,375195.7477,73.518568,73518568,220221928,73764840,10558481896,66706800,TRUE
TBD,TBD,pit_b_distilled_224,224,83.774,8,8,2.853258,350371028.4,536011.7147,74.543568,74543568,221246928,74790096,10631807952,66995684,TRUE
TBD,TBD,pit_s_224,224,81.114,8,8,9.61732823,103966760.6,183058.0567,23.356792,23356792,104810680,23461912,2425091320,24180860,TRUE
TBD,TBD,pit_ti_224,224,72.926,8,8,27.48518045,36375440.39,46070.78997,4.800552,4800552,41002280,4847272,500969000,11795832,TRUE
TBD,TBD, resnest26d,224,78.476,8,8,7.07816303,141264218.1,203421.4235,17.069448,17069448,3623433768,17069448,3666255016,43822352,TRUE
